InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540336,93324B,PHOTO FRAME,47,2011-01-08 08:00:00,88.84,12740,Germany
540337,18346B,GIFT BAG,27,2011-01-08 08:30:00,77.8,14744,Spain
540338,44735A,CLOCK,8,2011-01-08 09:00:00,93.02,16072,Netherlands
540339,32799A,TOY CAR,40,2011-01-08 09:30:00,128.33,13235,Netherlands
540340,77353C,WATER BOTTLE,25,2011-01-08 10:00:00,62.25,13484,Belgium
540341,16278B,WHITE MUG,30,2011-01-08 10:30:00,88.6,14413,Belgium
540342,43763B,RED MUG,39,2011-01-08 11:00:00,14.51,15851,Netherlands
540343,64662C,BLUE PEN,22,2011-01-08 11:30:00,45.12,14312,Norway
540344,80576B,PHOTO FRAME,32,2011-01-08 12:00:00,117.87,15665,United Kingdom
540345,36601A,TOY CAR,7,2011-01-08 12:30:00,39.78,13224,United Kingdom
540346,53805A,PHOTO FRAME,9,2011-01-08 13:00:00,121.56,15354,Belgium
540347,60126A,BLUE PEN,15,2011-01-08 13:30:00,15.82,17681,Portugal
540348,80204C,BLUE PEN,17,2011-01-08 14:00:00,47.67,13177,Portugal
540349,17486B,BLUE PEN,36,2011-01-08 14:30:00,31.31,16841,Netherlands
540350,41379B,NOTEBOOK,18,2011-01-08 15:00:00,136.41,17677,Australia
540351,99494A,TOY CAR,13,2011-01-08 15:30:00,107.15,12531,Belgium
540352,59201C,TOY CAR,26,2011-01-08 16:00:00,2.09,15512,Netherlands
540353,95355C,NOTEBOOK,16,2011-01-08 16:30:00,33.91,13159,Australia
540354,74199A,CANDLE,45,2011-01-08 17:00:00,6.68,15768,France
540355,47748C,NOTEBOOK,5,2011-01-08 17:30:00,42.47,18251,Belgium
540356,86231C,WHITE MUG,35,2011-01-08 18:00:00,96.12,13380,Portugal
540357,75697C,BLUE PEN,15,2011-01-08 18:30:00,25.02,12688,Norway
540358,15146A,CLOCK,29,2011-01-08 19:00:00,47.87,13571,Australia
540359,31934A,CLOCK,9,2011-01-08 19:30:00,47.44,12962,Germany
540360,48005C,RED MUG,46,2011-01-08 20:00:00,66.38,17917,Italy
540361,31987B,NOTEBOOK,31,2011-01-08 20:30:00,14.18,16829,France
540362,36815B,PHOTO FRAME,27,2011-01-08 21:00:00,14.73,17867,Australia
540363,62044B,WATER BOTTLE,45,2011-01-08 21:30:00,110.34,14596,Norway
540364,65818B,CANDLE,28,2011-01-08 22:00:00,117.21,17703,Belgium
540365,43311A,NOTEBOOK,2,2011-01-08 22:30:00,74.09,14529,Portugal
540366,63158A,PHOTO FRAME,44,2011-01-08 23:00:00,125.92,16726,Belgium
540367,51384C,WATER BOTTLE,48,2011-01-08 23:30:00,117.24,13864,Norway
540368,49794C,CANDLE,21,2011-01-09 00:00:00,94.27,15915,Portugal
540369,26517B,WHITE MUG,41,2011-01-09 00:30:00,56.54,14535,Netherlands
540370,39986C,CLOCK,28,2011-01-09 01:00:00,147.15,13132,Portugal
540371,55118C,CLOCK,4,2011-01-09 01:30:00,106.77,12456,Norway
540372,19385B,RED MUG,5,2011-01-09 02:00:00,147.64,16214,Portugal
540373,68006C,NOTEBOOK,20,2011-01-09 02:30:00,125.72,17247,France
540374,19741C,GIFT BAG,13,2011-01-09 03:00:00,12.24,16170,Belgium
540375,41933B,TOY CAR,8,2011-01-09 03:30:00,71.4,18063,Italy
540376,82169B,PHOTO FRAME,4,2011-01-09 04:00:00,122.13,17643,Portugal
540377,64943C,CLOCK,14,2011-01-09 04:30:00,112.25,13453,United Kingdom
540378,93943A,CLOCK,12,2011-01-09 05:00:00,142.01,13943,Germany
540379,41596C,WHITE MUG,38,2011-01-09 05:30:00,100.16,16357,Italy
540380,35037A,PHOTO FRAME,12,2011-01-09 06:00:00,98.05,13034,Italy
540381,95218C,GIFT BAG,20,2011-01-09 06:30:00,37.78,14112,Belgium
540382,22884C,CLOCK,13,2011-01-09 07:00:00,128.72,17560,Portugal
540383,14446C,BLUE PEN,10,2011-01-09 07:30:00,87.2,16789,Netherlands
540384,91674A,WATER BOTTLE,19,2011-01-09 08:00:00,94.47,17811,Norway
540385,75294B,PHOTO FRAME,23,2011-01-09 08:30:00,78.41,14765,United Kingdom
540386,50479B,WATER BOTTLE,13,2011-01-09 09:00:00,30.47,17673,Netherlands
540387,90985A,WHITE MUG,40,2011-01-09 09:30:00,82.8,16982,France
540388,85040C,TOY CAR,21,2011-01-09 10:00:00,55.62,12756,Netherlands
540389,80986B,CANDLE,4,2011-01-09 10:30:00,33.42,14599,Australia
540390,87799A,TOY CAR,46,2011-01-09 11:00:00,114.69,13949,United Kingdom
540391,16045C,CANDLE,48,2011-01-09 11:30:00,33.69,15263,Australia
540392,91432B,GIFT BAG,11,2011-01-09 12:00:00,124.91,17176,Australia
540393,98467C,CLOCK,19,2011-01-09 12:30:00,148.62,13752,Portugal
540394,26050A,TOY CAR,16,2011-01-09 13:00:00,85.77,18149,Australia
540395,24884A,BLUE PEN,7,2011-01-09 13:30:00,109.45,15739,Spain
540396,12577B,WHITE MUG,12,2011-01-09 14:00:00,136.06,12909,Belgium
540397,16859A,WATER BOTTLE,12,2011-01-09 14:30:00,31.28,12530,Netherlands
540398,38664B,BLUE PEN,32,2011-01-09 15:00:00,122.38,14964,United Kingdom
540399,46230A,CLOCK,3,2011-01-09 15:30:00,46.41,15870,Norway
540400,36797C,WATER BOTTLE,22,2011-01-09 16:00:00,79.75,16512,Norway
540401,46898C,RED MUG,13,2011-01-09 16:30:00,52.6,16262,Norway
540402,94296B,CLOCK,4,2011-01-09 17:00:00,52.96,16309,United Kingdom
540403,57012A,CLOCK,16,2011-01-09 17:30:00,43.42,13048,Italy
540404,19476C,CLOCK,8,2011-01-09 18:00:00,64.04,15852,Italy
540405,32892A,NOTEBOOK,29,2011-01-09 18:30:00,54.59,13629,Spain
540406,84703A,NOTEBOOK,16,2011-01-09 19:00:00,60.91,15482,United Kingdom
540407,49352C,PHOTO FRAME,4,2011-01-09 19:30:00,66.79,12901,Germany
540408,45302C,CANDLE,32,2011-01-09 20:00:00,9.82,14205,Portugal
540409,31248C,WHITE MUG,36,2011-01-09 20:30:00,96.12,17861,Germany
540410,58953B,CLOCK,42,2011-01-09 21:00:00,45.28,13625,Portugal
540411,49470A,BLUE PEN,28,2011-01-09 21:30:00,99.49,17449,Spain
540412,81989A,BLUE PEN,41,2011-01-09 22:00:00,70.57,14957,France
540413,11492B,TOY CAR,32,2011-01-09 22:30:00,63.39,15750,Portugal
540414,32588C,WHITE MUG,6,2011-01-09 23:00:00,9.56,16370,Netherlands
540415,24420C,NOTEBOOK,43,2011-01-09 23:30:00,89.02,17792,Belgium
540416,35775A,WHITE MUG,44,2011-01-10 00:00:00,113.84,15937,Netherlands
540417,15505A,CANDLE,11,2011-01-10 00:30:00,12.97,15194,Italy
540418,33489C,WHITE MUG,5,2011-01-10 01:00:00,75.06,14510,France
540419,19138A,RED MUG,13,2011-01-10 01:30:00,116.59,17533,Australia
540420,70658C,RED MUG,21,2011-01-10 02:00:00,12.96,12774,Norway
540421,16261A,RED MUG,4,2011-01-10 02:30:00,73.18,14807,Norway
540422,89831A,WATER BOTTLE,39,2011-01-10 03:00:00,53.2,18120,Netherlands
540423,58564B,NOTEBOOK,25,2011-01-10 03:30:00,84.86,16728,France
540424,30658A,RED MUG,48,2011-01-10 04:00:00,88.96,13857,Germany
540425,22076B,CANDLE,48,2011-01-10 04:30:00,97.38,14589,Netherlands
540426,93545A,RED MUG,43,2011-01-10 05:00:00,124.49,13496,Netherlands
540427,58174A,WATER BOTTLE,13,2011-01-10 05:30:00,112.7,16307,Portugal
540428,47825A,GIFT BAG,32,2011-01-10 06:00:00,49.09,14894,Netherlands
540429,48848A,CLOCK,17,2011-01-10 06:30:00,76.4,12743,United Kingdom
540430,73813C,BLUE PEN,41,2011-01-10 07:00:00,25.95,15022,Germany
540431,10331A,NOTEBOOK,11,2011-01-10 07:30:00,82.78,12394,France
540432,53708C,PHOTO FRAME,32,2011-01-10 08:00:00,139.4,17226,Portugal
540433,52145B,CLOCK,11,2011-01-10 08:30:00,49.78,17412,France
540434,57453B,RED MUG,17,2011-01-10 09:00:00,51.97,17105,Germany
540435,38626C,WATER BOTTLE,31,2011-01-10 09:30:00,119.82,17372,Norway
540436,79286C,CANDLE,4,2011-01-10 10:00:00,140.3,12692,France
540437,52587A,CANDLE,21,2011-01-10 10:30:00,114.13,14674,Netherlands
540438,34064A,NOTEBOOK,18,2011-01-10 11:00:00,135.52,13738,Norway
540439,37821A,PHOTO FRAME,47,2011-01-10 11:30:00,145.12,12968,Spain
540440,39196B,GIFT BAG,50,2011-01-10 12:00:00,47.82,13438,Portugal
540441,57924A,CANDLE,49,2011-01-10 12:30:00,140.22,17591,Germany
540442,97535A,CANDLE,11,2011-01-10 13:00:00,91.45,12741,Portugal
540443,81488B,CANDLE,34,2011-01-10 13:30:00,131.65,17996,United Kingdom
540444,80359A,CLOCK,29,2011-01-10 14:00:00,82.5,14618,Italy
540445,56445B,GIFT BAG,44,2011-01-10 14:30:00,126.37,17594,Norway
540446,20059C,RED MUG,36,2011-01-10 15:00:00,109.09,13504,France
540447,82005A,RED MUG,46,2011-01-10 15:30:00,89.67,15299,France
540448,83965B,BLUE PEN,14,2011-01-10 16:00:00,46.28,15696,Spain
540449,88657C,CANDLE,1,2011-01-10 16:30:00,93.76,16931,France
540450,80329A,RED MUG,26,2011-01-10 17:00:00,75.12,17008,Portugal
540451,23338B,NOTEBOOK,21,2011-01-10 17:30:00,106.21,17226,Norway
540452,70140B,GIFT BAG,3,2011-01-10 18:00:00,131.88,13373,Germany
540453,79185B,BLUE PEN,50,2011-01-10 18:30:00,2.55,17900,Germany
540454,49943A,TOY CAR,49,2011-01-10 19:00:00,64.94,13745,Spain
540455,36239A,CLOCK,35,2011-01-10 19:30:00,60.34,14108,France
540456,69156B,CANDLE,15,2011-01-10 20:00:00,121.24,14404,Germany
540457,78911A,RED MUG,28,2011-01-10 20:30:00,93.32,16578,Netherlands
540458,42769C,NOTEBOOK,4,2011-01-10 21:00:00,125.28,15655,Australia
540459,35202B,RED MUG,34,2011-01-10 21:30:00,21.42,17781,Norway
540460,98461A,TOY CAR,39,2011-01-10 22:00:00,70.73,15093,Australia
540461,61768C,BLUE PEN,33,2011-01-10 22:30:00,139.99,12552,Portugal
540462,83834C,NOTEBOOK,4,2011-01-10 23:00:00,58.85,14087,Australia
540463,53832B,WATER BOTTLE,3,2011-01-10 23:30:00,97.21,17930,Netherlands
540464,66743B,CANDLE,22,2011-01-11 00:00:00,54.63,17024,Portugal
540465,74944B,RED MUG,33,2011-01-11 00:30:00,127.11,16921,Netherlands
540466,65958A,NOTEBOOK,22,2011-01-11 01:00:00,21.67,17780,Spain
540467,51353B,NOTEBOOK,14,2011-01-11 01:30:00,141.91,13644,Portugal
540468,47154C,CLOCK,16,2011-01-11 02:00:00,42.77,13038,Belgium
540469,49951C,RED MUG,49,2011-01-11 02:30:00,95.22,16358,Norway
540470,82901B,TOY CAR,43,2011-01-11 03:00:00,46.09,15002,Norway
540471,99621B,BLUE PEN,41,2011-01-11 03:30:00,72.17,15100,Spain
540472,30738B,WHITE MUG,12,2011-01-11 04:00:00,112.54,13838,Italy
540473,66500B,GIFT BAG,49,2011-01-11 04:30:00,127.3,13863,Germany
540474,28033A,WATER BOTTLE,20,2011-01-11 05:00:00,39.96,13311,United Kingdom
540475,43489C,WATER BOTTLE,18,2011-01-11 05:30:00,6.03,14163,Italy
540476,83837A,TOY CAR,13,2011-01-11 06:00:00,72.32,16412,Portugal
540477,17111A,NOTEBOOK,23,2011-01-11 06:30:00,149.08,15634,Portugal
540478,10965A,TOY CAR,43,2011-01-11 07:00:00,85.71,15757,Australia
540479,77510C,NOTEBOOK,25,2011-01-11 07:30:00,62.67,14036,Italy
540480,71525B,NOTEBOOK,15,2011-01-11 08:00:00,86.4,17290,Spain
540481,56338C,PHOTO FRAME,29,2011-01-11 08:30:00,46.13,16085,United Kingdom
540482,70884C,BLUE PEN,50,2011-01-11 09:00:00,14.73,17212,Norway
540483,34598B,GIFT BAG,11,2011-01-11 09:30:00,21.31,18242,Norway
540484,17273A,WHITE MUG,49,2011-01-11 10:00:00,126.79,15492,Belgium
540485,20110B,WATER BOTTLE,7,2011-01-11 10:30:00,52.45,17516,Italy
540486,24160C,CLOCK,6,2011-01-11 11:00:00,15.19,13874,Netherlands
540487,61528A,NOTEBOOK,45,2011-01-11 11:30:00,137.68,13202,Netherlands
540488,85724A,WATER BOTTLE,15,2011-01-11 12:00:00,132.87,13245,Germany
540489,56486B,GIFT BAG,24,2011-01-11 12:30:00,62.37,13829,Germany
540490,64464B,WATER BOTTLE,46,2011-01-11 13:00:00,40.65,13668,Germany
540491,94736B,TOY CAR,25,2011-01-11 13:30:00,146.64,17660,Australia
540492,28101A,GIFT BAG,16,2011-01-11 14:00:00,23.88,12825,Belgium
540493,24147C,NOTEBOOK,28,2011-01-11 14:30:00,26.17,12830,United Kingdom
540494,96955C,BLUE PEN,41,2011-01-11 15:00:00,42.79,16313,Australia
540495,67833B,WATER BOTTLE,23,2011-01-11 15:30:00,29.43,17808,France
540496,15478C,CLOCK,18,2011-01-11 16:00:00,66.82,13912,Netherlands
540497,18079B,WHITE MUG,46,2011-01-11 16:30:00,127.53,15342,Spain
540498,60120B,WATER BOTTLE,6,2011-01-11 17:00:00,131.37,18251,Norway
540499,14884B,WATER BOTTLE,2,2011-01-11 17:30:00,44.64,14144,United Kingdom
540500,12265C,PHOTO FRAME,39,2011-01-11 18:00:00,147.37,13037,Italy
540501,27319C,BLUE PEN,3,2011-01-11 18:30:00,119.34,15553,France
540502,30684C,WHITE MUG,20,2011-01-11 19:00:00,79.51,15661,Italy
540503,23135C,CANDLE,7,2011-01-11 19:30:00,110.83,13023,Australia
540504,65209C,CLOCK,6,2011-01-11 20:00:00,121.19,17713,Italy
540505,91152B,CANDLE,26,2011-01-11 20:30:00,27.36,15558,Netherlands
540506,95304B,TOY CAR,30,2011-01-11 21:00:00,122.23,13247,Netherlands
540507,33448C,NOTEBOOK,35,2011-01-11 21:30:00,97.97,13400,Norway
540508,20606A,BLUE PEN,17,2011-01-11 22:00:00,28.21,17940,Spain
540509,17028A,WHITE MUG,10,2011-01-11 22:30:00,148.12,12932,Australia
540510,76202B,CLOCK,9,2011-01-11 23:00:00,79.21,18261,France
540511,86118B,WATER BOTTLE,17,2011-01-11 23:30:00,81.34,16156,Australia
540512,12584C,RED MUG,30,2011-01-12 00:00:00,57.2,13594,France
540513,78395A,WATER BOTTLE,12,2011-01-12 00:30:00,48.41,15415,Spain
540514,34868C,NOTEBOOK,40,2011-01-12 01:00:00,112.16,14047,Netherlands
540515,57840A,PHOTO FRAME,44,2011-01-12 01:30:00,119.32,16554,Italy
540516,73614A,WATER BOTTLE,12,2011-01-12 02:00:00,40.23,13703,Germany
540517,23180B,GIFT BAG,48,2011-01-12 02:30:00,64.52,18283,France
540518,71590B,TOY CAR,33,2011-01-12 03:00:00,11.4,17703,Portugal
540519,34650B,NOTEBOOK,44,2011-01-12 03:30:00,49.03,12567,Belgium
540520,26102B,WATER BOTTLE,13,2011-01-12 04:00:00,67.26,15962,France
540521,12513A,BLUE PEN,19,2011-01-12 04:30:00,125.16,12790,France
540522,12474C,RED MUG,10,2011-01-12 05:00:00,14.18,14060,Germany
540523,53573C,TOY CAR,24,2011-01-12 05:30:00,133.84,16326,Spain
540524,42250B,WATER BOTTLE,50,2011-01-12 06:00:00,82.0,15137,Germany
540525,44832B,NOTEBOOK,33,2011-01-12 06:30:00,59.1,15497,Germany
540526,99053C,TOY CAR,23,2011-01-12 07:00:00,19.38,17281,Belgium
540527,55397C,CLOCK,24,2011-01-12 07:30:00,14.12,12914,Spain
540528,53380C,TOY CAR,45,2011-01-12 08:00:00,104.55,15286,Australia
540529,49975A,NOTEBOOK,28,2011-01-12 08:30:00,124.11,17065,Spain
540530,85685C,TOY CAR,6,2011-01-12 09:00:00,45.82,17204,Australia
540531,92617A,WHITE MUG,43,2011-01-12 09:30:00,103.56,16256,Germany
540532,71155A,CLOCK,15,2011-01-12 10:00:00,130.59,13391,Germany
540533,90778B,WHITE MUG,16,2011-01-12 10:30:00,104.19,15181,France
540534,87717B,GIFT BAG,10,2011-01-12 11:00:00,4.89,17769,Norway
540535,68806A,CLOCK,29,2011-01-12 11:30:00,8.36,14919,Netherlands
540536,47112A,WATER BOTTLE,10,2011-01-12 12:00:00,50.12,15845,Spain
540537,74128B,GIFT BAG,36,2011-01-12 12:30:00,126.75,14648,France
540538,36112A,TOY CAR,13,2011-01-12 13:00:00,45.97,13041,Portugal
540539,93950A,TOY CAR,12,2011-01-12 13:30:00,97.76,17234,Netherlands
540540,99247A,PHOTO FRAME,35,2011-01-12 14:00:00,20.36,17515,Australia
540541,18680B,NOTEBOOK,33,2011-01-12 14:30:00,82.11,15276,United Kingdom
540542,64752A,WHITE MUG,16,2011-01-12 15:00:00,47.1,14507,France
540543,28367C,BLUE PEN,41,2011-01-12 15:30:00,20.49,13424,Norway
540544,57930B,NOTEBOOK,17,2011-01-12 16:00:00,32.48,15409,Norway
540545,36475B,NOTEBOOK,33,2011-01-12 16:30:00,24.5,13837,Spain
540546,14109A,TOY CAR,24,2011-01-12 17:00:00,10.37,14759,Italy
540547,50124B,NOTEBOOK,32,2011-01-12 17:30:00,115.9,17231,Spain
540548,43853B,CANDLE,46,2011-01-12 18:00:00,131.3,17983,Spain
540549,50095C,CLOCK,24,2011-01-12 18:30:00,149.86,17340,Belgium
540550,17689A,BLUE PEN,37,2011-01-12 19:00:00,147.18,13994,Portugal
540551,20815C,TOY CAR,36,2011-01-12 19:30:00,114.56,14191,Norway
540552,25352A,NOTEBOOK,31,2011-01-12 20:00:00,75.44,14321,Netherlands
540553,67201A,CANDLE,4,2011-01-12 20:30:00,93.95,14829,Italy
540554,53050C,PHOTO FRAME,42,2011-01-12 21:00:00,79.41,17210,Portugal
540555,71150B,PHOTO FRAME,22,2011-01-12 21:30:00,47.82,14753,Portugal
540556,51400B,WATER BOTTLE,26,2011-01-12 22:00:00,82.76,14697,Belgium
540557,96276A,PHOTO FRAME,48,2011-01-12 22:30:00,68.41,15621,United Kingdom
540558,51527B,CANDLE,19,2011-01-12 23:00:00,28.09,17993,France
540559,25255C,WATER BOTTLE,19,2011-01-12 23:30:00,111.5,15299,Australia
540560,58648C,NOTEBOOK,12,2011-01-13 00:00:00,111.72,15395,Australia
540561,10948A,BLUE PEN,39,2011-01-13 00:30:00,81.4,12947,Australia
540562,86011B,BLUE PEN,28,2011-01-13 01:00:00,41.51,13719,Australia
540563,29981B,BLUE PEN,45,2011-01-13 01:30:00,125.25,12433,Germany
540564,43077A,TOY CAR,20,2011-01-13 02:00:00,16.94,16694,United Kingdom
540565,52912A,NOTEBOOK,44,2011-01-13 02:30:00,36.9,13800,Belgium
540566,26546B,BLUE PEN,16,2011-01-13 03:00:00,43.88,15759,Australia
540567,52030A,CANDLE,3,2011-01-13 03:30:00,25.2,13418,Australia
540568,77841C,NOTEBOOK,36,2011-01-13 04:00:00,30.77,13556,France
540569,12883B,NOTEBOOK,12,2011-01-13 04:30:00,87.5,13942,Belgium
540570,42823C,CANDLE,18,2011-01-13 05:00:00,11.19,13812,Netherlands
540571,90666B,PHOTO FRAME,18,2011-01-13 05:30:00,1.19,13358,Norway
540572,18890C,CLOCK,15,2011-01-13 06:00:00,127.15,12972,Netherlands
540573,81317C,TOY CAR,4,2011-01-13 06:30:00,14.7,15248,Australia
540574,51911B,CANDLE,49,2011-01-13 07:00:00,123.07,16825,Norway
540575,55928B,WHITE MUG,18,2011-01-13 07:30:00,130.65,18203,France
540576,26128A,TOY CAR,2,2011-01-13 08:00:00,45.06,12392,Italy
540577,75451B,GIFT BAG,15,2011-01-13 08:30:00,147.8,16920,Belgium
540578,12844B,WHITE MUG,33,2011-01-13 09:00:00,111.53,13310,Norway
540579,25527B,PHOTO FRAME,47,2011-01-13 09:30:00,18.8,14397,Belgium
540580,61176C,CLOCK,34,2011-01-13 10:00:00,29.88,13711,Norway
540581,90222A,NOTEBOOK,15,2011-01-13 10:30:00,14.35,14931,Netherlands
540582,52535C,GIFT BAG,47,2011-01-13 11:00:00,139.47,17871,Spain
540583,11606A,WATER BOTTLE,32,2011-01-13 11:30:00,34.42,16194,Netherlands
540584,46859B,PHOTO FRAME,12,2011-01-13 12:00:00,93.39,14521,Australia
540585,81010C,WATER BOTTLE,13,2011-01-13 12:30:00,83.54,15499,Portugal
540586,71849A,CANDLE,34,2011-01-13 13:00:00,27.26,17145,United Kingdom
540587,89651A,WATER BOTTLE,12,2011-01-13 13:30:00,136.47,15367,Netherlands
540588,74218A,BLUE PEN,3,2011-01-13 14:00:00,97.8,16534,Norway
540589,35251C,WATER BOTTLE,25,2011-01-13 14:30:00,25.71,16138,Italy
540590,76671C,CLOCK,20,2011-01-13 15:00:00,32.03,16773,Australia
540591,54309C,WHITE MUG,33,2011-01-13 15:30:00,32.28,14980,United Kingdom
540592,83565B,CLOCK,27,2011-01-13 16:00:00,21.27,16923,United Kingdom
540593,60626A,BLUE PEN,40,2011-01-13 16:30:00,67.75,17753,Australia
540594,80368B,WATER BOTTLE,43,2011-01-13 17:00:00,111.02,15446,Italy
540595,28970C,CLOCK,30,2011-01-13 17:30:00,80.4,16263,France
540596,63218C,RED MUG,24,2011-01-13 18:00:00,82.23,12953,Belgium
540597,29819C,CANDLE,2,2011-01-13 18:30:00,122.42,14076,Netherlands
540598,69585B,TOY CAR,11,2011-01-13 19:00:00,135.85,14060,Netherlands
540599,40465C,TOY CAR,6,2011-01-13 19:30:00,130.25,15587,Italy
540600,20262C,PHOTO FRAME,24,2011-01-13 20:00:00,141.74,13720,France
540601,80012B,WHITE MUG,25,2011-01-13 20:30:00,139.95,18174,France
540602,52204B,WHITE MUG,34,2011-01-13 21:00:00,15.24,16023,Norway
540603,74378C,WHITE MUG,20,2011-01-13 21:30:00,46.18,14638,France
540604,66368C,CANDLE,4,2011-01-13 22:00:00,114.45,16949,Netherlands
540605,45858A,PHOTO FRAME,5,2011-01-13 22:30:00,66.62,17083,Spain
540606,91358C,WATER BOTTLE,47,2011-01-13 23:00:00,92.03,17766,Germany
540607,15212C,CLOCK,2,2011-01-13 23:30:00,101.95,13316,Belgium
540608,58695B,NOTEBOOK,21,2011-01-14 00:00:00,37.39,14657,Italy
540609,39941A,BLUE PEN,21,2011-01-14 00:30:00,39.41,15687,Italy
540610,25065C,WATER BOTTLE,50,2011-01-14 01:00:00,97.59,17558,Italy
540611,70206C,WHITE MUG,28,2011-01-14 01:30:00,3.31,12637,France
540612,70319A,GIFT BAG,21,2011-01-14 02:00:00,30.38,12354,France
540613,23934A,CANDLE,2,2011-01-14 02:30:00,90.49,17162,United Kingdom
540614,15805B,BLUE PEN,21,2011-01-14 03:00:00,77.19,13149,Netherlands
540615,94497A,NOTEBOOK,26,2011-01-14 03:30:00,82.33,16364,Norway
540616,32367B,BLUE PEN,26,2011-01-14 04:00:00,98.09,13260,Australia
540617,79470C,WHITE MUG,40,2011-01-14 04:30:00,81.48,17382,Germany
540618,74117C,RED MUG,48,2011-01-14 05:00:00,114.64,16444,Portugal
540619,13752A,WATER BOTTLE,24,2011-01-14 05:30:00,103.34,16691,Italy
540620,39199C,PHOTO FRAME,37,2011-01-14 06:00:00,24.73,12750,Italy
540621,25313C,NOTEBOOK,12,2011-01-14 06:30:00,80.95,13206,Spain
540622,74683C,CANDLE,38,2011-01-14 07:00:00,22.3,17247,Spain
540623,83403B,CLOCK,49,2011-01-14 07:30:00,67.64,13643,Netherlands
540624,39732B,NOTEBOOK,26,2011-01-14 08:00:00,31.14,16184,Italy
540625,86464C,TOY CAR,31,2011-01-14 08:30:00,23.59,14098,Germany
540626,62498B,TOY CAR,8,2011-01-14 09:00:00,15.39,15650,Portugal
540627,95902C,NOTEBOOK,31,2011-01-14 09:30:00,19.08,13221,Australia
540628,77477A,WHITE MUG,41,2011-01-14 10:00:00,87.71,13470,United Kingdom
540629,80246B,BLUE PEN,49,2011-01-14 10:30:00,83.85,17955,Australia
540630,46840C,BLUE PEN,13,2011-01-14 11:00:00,124.27,15157,Norway
540631,15745A,GIFT BAG,33,2011-01-14 11:30:00,130.47,17285,Norway
540632,10489B,WATER BOTTLE,13,2011-01-14 12:00:00,13.14,15534,Belgium
540633,10197C,WHITE MUG,38,2011-01-14 12:30:00,144.97,16731,Belgium
540634,43292A,NOTEBOOK,47,2011-01-14 13:00:00,20.07,15142,United Kingdom
540635,77240C,CLOCK,8,2011-01-14 13:30:00,88.1,16932,Netherlands
540636,49001B,CANDLE,2,2011-01-14 14:00:00,52.92,17660,Italy
540637,44983B,WATER BOTTLE,39,2011-01-14 14:30:00,71.86,17251,Germany
540638,93558C,PHOTO FRAME,31,2011-01-14 15:00:00,90.7,13359,Norway
540639,68943B,BLUE PEN,16,2011-01-14 15:30:00,133.34,16601,Netherlands
540640,85711B,CANDLE,13,2011-01-14 16:00:00,118.0,17895,Spain
540641,84957A,RED MUG,13,2011-01-14 16:30:00,136.47,16522,Italy
540642,46901A,WATER BOTTLE,48,2011-01-14 17:00:00,87.8,12891,Netherlands
540643,68960C,NOTEBOOK,4,2011-01-14 17:30:00,82.69,17112,France
540644,49437B,TOY CAR,4,2011-01-14 18:00:00,138.63,16908,Spain
540645,20381A,NOTEBOOK,15,2011-01-14 18:30:00,9.88,15458,Spain
540646,64981A,GIFT BAG,1,2011-01-14 19:00:00,42.87,15490,Netherlands
540647,16148C,PHOTO FRAME,11,2011-01-14 19:30:00,74.13,14598,Italy
540648,53851C,BLUE PEN,33,2011-01-14 20:00:00,127.53,15743,United Kingdom
540649,23989A,RED MUG,5,2011-01-14 20:30:00,104.9,15488,Spain
540650,97316A,PHOTO FRAME,12,2011-01-14 21:00:00,64.75,13888,United Kingdom
540651,53686A,PHOTO FRAME,30,2011-01-14 21:30:00,62.34,17128,Netherlands
540652,33570B,PHOTO FRAME,45,2011-01-14 22:00:00,119.46,13534,Norway
540653,44406C,CLOCK,47,2011-01-14 22:30:00,35.02,17436,United Kingdom
540654,88204A,BLUE PEN,18,2011-01-14 23:00:00,50.63,14018,Norway
540655,99519B,TOY CAR,9,2011-01-14 23:30:00,103.5,13695,France
540656,44727A,WATER BOTTLE,20,2011-01-15 00:00:00,12.37,14292,Norway
540657,56972B,PHOTO FRAME,13,2011-01-15 00:30:00,9.82,14898,Spain
540658,25465B,WATER BOTTLE,49,2011-01-15 01:00:00,21.61,15769,Belgium
540659,80474A,CANDLE,26,2011-01-15 01:30:00,34.49,17023,Portugal
540660,82137A,BLUE PEN,22,2011-01-15 02:00:00,132.2,16645,Belgium
540661,51913C,PHOTO FRAME,24,2011-01-15 02:30:00,122.04,16919,Belgium
540662,15546B,CANDLE,1,2011-01-15 03:00:00,19.62,16900,Belgium
540663,88480B,BLUE PEN,25,2011-01-15 03:30:00,16.86,13729,Belgium
540664,72370A,TOY CAR,27,2011-01-15 04:00:00,62.16,13372,Belgium
540665,66559A,CANDLE,34,2011-01-15 04:30:00,18.46,14419,France
540666,52989B,BLUE PEN,13,2011-01-15 05:00:00,120.99,17287,Belgium
540667,67886A,CLOCK,27,2011-01-15 05:30:00,107.98,17547,Netherlands
540668,43472B,BLUE PEN,2,2011-01-15 06:00:00,69.24,13161,Netherlands
540669,57691A,BLUE PEN,10,2011-01-15 06:30:00,16.95,12912,Germany
540670,16041C,BLUE PEN,13,2011-01-15 07:00:00,48.27,18110,Netherlands
540671,53743A,WHITE MUG,47,2011-01-15 07:30:00,126.81,17467,Portugal
